DayOfWeek,Date,Sales,Customers,Open,Promo,SchoolHoliday,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,StoreType_a,StoreType_c,StoreType_d,Assortment_a,Assortment_c,Store_1,Store_10,Store_11,Store_12,Store_13,Store_14,Store_15,Store_16,Store_17,Store_18,Store_19,Store_2,Store_20,Store_3,Store_4,Store_5,Store_6,Store_7,Store_8,Store_9,sin_dia_do_mes,cos_dia_do_mes,sin_mes,cos_mes
5,2015-04-03,0,0,0,1,1,0,0,1,0,1070.0,9.0,2009.0,1,13.0,2010.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,310.0,9.0,2009.0,1,45.0,2009.0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,1300.0,3.0,2014.0,1,40.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,4110.0,3.0,2010.0,1,14.0,2011.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,3270.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,50.0,12.0,2005.0,1,26.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,13840.0,6.0,2010.0,1,14.0,2012.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,3240.0,9.0,2009.0,1,22.0,2011.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
5,2015-04-03,0,0,0,1,1,0,0,1,0,2340.0,5.0,2009.0,1,40.0,2014.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
6,2015-04-04,6709,796,1,0,1,1,0,0,0,1270.0,9.0,2008.0,0,14.0,2011.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,4446,506,1,0,0,1,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,7123,778,1,0,0,1,0,0,0,14130.0,12.0,2006.0,1,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,15018,1917,1,0,0,1,0,0,0,620.0,9.0,2009.0,0,14.0,2011.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,3248,351,1,0,0,1,0,0,0,29910.0,4.0,2015.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,3941,470,1,0,0,1,0,0,0,310.0,12.0,2013.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,13089,1327,1,0,0,1,0,0,0,24000.0,4.0,2013.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,4838,557,1,0,0,1,0,0,0,7520.0,10.0,2014.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,8664,776,1,0,0,1,0,0,0,2030.0,8.0,2000.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,6243,688,1,0,1,1,0,0,0,3160.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,10685,1283,1,0,0,1,0,0,0,960.0,11.0,2011.0,1,1.0,2012.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,9639,1088,1,0,0,1,0,0,0,1070.0,9.0,2009.0,1,13.0,2010.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,7807,518,1,0,0,1,0,0,0,310.0,9.0,2009.0,1,45.0,2009.0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,4124,506,1,0,0,1,0,0,0,1300.0,3.0,2014.0,1,40.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,8207,841,1,0,0,1,0,0,0,4110.0,3.0,2010.0,1,14.0,2011.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,7428,662,1,0,0,1,0,0,0,3270.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,5597,669,1,0,0,1,0,0,0,50.0,12.0,2005.0,1,26.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,7351,764,1,0,0,1,0,0,0,13840.0,6.0,2010.0,1,14.0,2012.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,5920,560,1,0,0,1,0,0,0,3240.0,9.0,2009.0,1,22.0,2011.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
6,2015-04-04,5787,505,1,0,0,1,0,0,0,2340.0,5.0,2009.0,1,40.0,2014.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,1,1,0,0,0,1270.0,9.0,2008.0,0,14.0,2011.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,14130.0,12.0,2006.0,1,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,620.0,9.0,2009.0,0,14.0,2011.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,29910.0,4.0,2015.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,310.0,12.0,2013.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,24000.0,4.0,2013.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,7520.0,10.0,2014.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,2030.0,8.0,2000.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,1,1,0,0,0,3160.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,960.0,11.0,2011.0,1,1.0,2012.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,1070.0,9.0,2009.0,1,13.0,2010.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,310.0,9.0,2009.0,1,45.0,2009.0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,1300.0,3.0,2014.0,1,40.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,4110.0,3.0,2010.0,1,14.0,2011.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,3270.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,50.0,12.0,2005.0,1,26.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,13840.0,6.0,2010.0,1,14.0,2012.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,3240.0,9.0,2009.0,1,22.0,2011.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
7,2015-04-05,0,0,0,0,0,1,0,0,0,2340.0,5.0,2009.0,1,40.0,2014.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,1270.0,9.0,2008.0,0,14.0,2011.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,570.0,11.0,2007.0,1,13.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,14130.0,12.0,2006.0,1,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,620.0,9.0,2009.0,0,14.0,2011.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,29910.0,4.0,2015.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,310.0,12.0,2013.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,24000.0,4.0,2013.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,7520.0,10.0,2014.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,2030.0,8.0,2000.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,3160.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,960.0,11.0,2011.0,1,1.0,2012.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,1070.0,9.0,2009.0,1,13.0,2010.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,310.0,9.0,2009.0,1,45.0,2009.0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,1300.0,3.0,2014.0,1,40.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,4110.0,3.0,2010.0,1,14.0,2011.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,3270.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,50.0,12.0,2005.0,1,26.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,13840.0,6.0,2010.0,1,14.0,2012.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,3240.0,9.0,2009.0,1,22.0,2011.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
1,2015-04-06,0,0,0,0,1,0,0,1,0,2340.0,5.0,2009.0,1,40.0,2014.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
2,2015-04-07,4163,555,1,0,1,1,0,0,0,1270.0,9.0,2008.0,0,14.0,2011.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,4588,582,1,0,1,1,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,6830,814,1,0,1,1,0,0,0,14130.0,12.0,2006.0,1,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,11354,1620,1,0,1,1,0,0,0,620.0,9.0,2009.0,0,14.0,2011.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,4713,612,1,0,1,1,0,0,0,29910.0,4.0,2015.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,4770,611,1,0,1,1,0,0,0,310.0,12.0,2013.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,10208,1139,1,0,1,1,0,0,0,24000.0,4.0,2013.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,6784,797,1,0,1,1,0,0,0,7520.0,10.0,2014.0,0,14.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,6987,695,1,0,1,1,0,0,0,2030.0,8.0,2000.0,0,14.0,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,5767,606,1,0,1,1,0,0,0,3160.0,9.0,2009.0,0,14.0,2011.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,7567,1161,1,0,1,1,0,0,0,960.0,11.0,2011.0,1,1.0,2012.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,7631,936,1,0,1,1,0,0,0,1070.0,9.0,2009.0,1,13.0,2010.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,3818,357,1,0,1,1,0,0,0,310.0,9.0,2009.0,1,45.0,2009.0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
2,2015-04-07,5895,701,1,0,1,1,0,0,0,1300.0,3.0,2014.0,1,40.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998
